value_0,value_1
22.69344684590967,27.46023114934259
22.600064727174775,27.76476257128549
23.212927538458413,26.672093176076103
22.383683849446548,27.035709377997456
21.784127200106788,26.737686956971736
22.38309094670436,28.21172911594118
23.037496997923324,27.24689760718182
22.24904330827341,28.095920140178123
21.959727443937634,28.69340023302426
23.14671066042599,27.515021593135295
21.551671512900406,27.663814522918713
20.680227083628832,27.841778018549313
22.828676508992356,24.378395946196193
22.32857515701488,27.255198213618552
23.638031368824794,26.44401022517407
24.398365905233366,27.098476199187886
22.14365185279736,28.894581841274185
21.71503424629829,26.69538615826646
21.52782328282785,28.20996756718083
23.20300280142608,28.726489226714317
21.97065360216601,27.9261544175913
22.147036303219153,28.481152200002267
21.929693806907963,28.183540041606904
22.62623640008476,28.359835119692622
22.16240067988503,26.26531003923969
22.886564934692885,26.663611014690343
22.624367416484592,26.96524159609627
23.29914078282064,28.478615048407658
22.47319112601016,26.831863642950644
22.882001237851718,28.30614245911215
22.619336092583442,27.861668241242736
22.962316782739364,27.735409102943354
23.29405576335136,27.732305072207616
20.94284995840476,28.619133614117185
21.539934402105192,27.165780196911857
20.805444390655406,28.088035468545957
21.92428477804962,27.84416592669595
24.401674408808102,26.594555943226744
22.892813937643155,28.464989843973544
23.642929734283644,26.382220872724513
-23.122061788795627,-28.848540359124247
-22.591328871968123,-26.37806727458857
-22.514994490054438,-27.317861206065324
-22.159089455265395,-26.886423263331938
-22.180657665931097,-26.813750586891217
-22.82514987006787,-28.10438504424936
-23.051427666407466,-27.513487303752147
-22.516861306080738,-27.45144224590925
-20.96074895634795,-28.446943450903895
-21.875993038782113,-25.39027851772424
-23.839702537400566,-27.854237331944162
-21.111190813862194,-29.597765823242174
-20.759676995476106,-26.985582005272615
-22.352253148486763,-26.12718663276772
-21.772714969415368,-27.217847295736874
-22.686119249084832,-28.885517404074584
-24.882717225814268,-28.55052971376915
-22.80204176472615,-28.18707524902336
-22.75203885998204,-27.992824469142782
-22.083046439813998,-29.73473605375799
23.500892040223622,27.2984405616712
21.116589584910027,27.886482533523218
22.57107771778739,28.331037764851633
22.493038975967558,27.852049522046723
21.082423269160113,24.74906856728274
21.2624134735064,27.936460644472202
22.593949394501614,27.305434106542727
21.7288790831138,28.413862643096223
22.054736351222562,27.253855203606847
22.84476991331993,27.311701239133505
23.251136038373996,27.530567618130707
22.8290065780204,29.251472384021028
24.033234469949786,26.830595055243283
21.30642136901726,26.79582906635032
22.121984622949228,27.07097376799079
22.55159782593664,28.008579437081845
21.572124183265466,26.209105597297878
21.472871555662717,27.540951238188484
21.15035352643264,29.712368922017564
21.514317545184532,25.443487718965116
-22.274316851550406,-26.99831210283961
-22.31628883237137,-29.285767587823877
-23.108391055954772,-27.16625160653186
-22.154220610906897,-28.24391894565026
-20.76635213685157,-27.06686673006547
-23.492025234967507,-28.26949588990195
-25.560605514718013,-27.49187601160432
-21.881219592161788,-26.503115664704822
-20.903965125744026,-27.546596424205593
-22.204409155749946,-25.33496189363611
-21.64496208999373,-26.749866501046522
-22.970598091333354,-26.113564063437376
-21.73315347936946,-28.08068940702105
-22.43806913339799,-27.09907301329917
-22.25033001373006,-27.090931363954617
-22.56005240131989,-29.044150230374168
-21.925384550145523,-25.549291114137148
-22.983697450055292,-30.137453483298334
-21.725981602315944,-27.98315171938177
-21.57491904891831,-28.162677879531568
21.904867377559324,28.414632815267503
22.267874701808662,25.79191083921887
21.196721545396706,26.444955925340768
22.400229854311316,25.54507206983158
21.8078114686034,28.92079612360703
21.87585526988633,27.57392750087186
22.89069685726648,26.90820614834906
22.60437233721865,26.4756462224541
23.568644398404114,27.752770843772137
23.41196036163332,27.704997471410202
24.265381587420382,27.1060509947708
22.95726260381455,27.441145578893213
22.447023621586958,26.45947299178223
23.7415858775582,27.33618724659747
20.679785458988555,28.83641202017975
22.90388469588066,26.17728712008564
21.347902905722187,26.151373151632225
21.50541054116231,26.816341076897597
21.910435504097684,25.065576145785048
22.18106083037371,27.772244354990956
-21.353101396668418,-30.101712890964563
-23.09998396231194,-27.1797162957032
-23.273770420320314,-25.866813995772603
-23.60416580321277,-28.261854203430943
-22.40272786105319,-28.100141543423675
-22.06443792662328,-28.27559077959339
-21.997087379137717,-27.609514855977366
-24.579367827197586,-27.17990584713051
-21.166002286923316,-29.180909307475066
-22.174382173587226,-29.90731113338278
-23.363430428543772,-26.54553407686959
-22.424809197776078,-26.633267941452655
-22.627298213935223,-28.160094076643016
-22.794341528215167,-29.11132927446407
-21.295816749758114,-28.880303326827452
-23.317523936423502,-27.735646677502682
-23.04317685822896,-26.879829505723198
-23.09802798814827,-26.79972843616208
-22.707220673252774,-27.308665640735335
-22.28503603454567,-27.53615866096326
22.307467773719853,27.241495675170558
23.592094722912783,27.91889881273899
21.93627841222639,27.407372830943775
21.78821371759735,25.29377678805997
22.471415990156927,25.42875496687047
23.5765464418991,26.665413977148617
20.88838099044788,27.385252771447142
23.69343342122459,27.375242983491503
21.91201479832538,28.023444984930293
21.94858308552441,27.829367764963735
23.10595954957834,28.07274797679106
22.45680129989109,28.58273727797033
23.20588892094242,27.553071000130192
24.0100033759469,25.71675082269413
22.730086711142604,27.71598381937286
20.996772432908276,26.956448398699745
23.097378024835248,27.99968917672064
22.253368860975808,26.527226180506183
24.223442867336814,27.763847285432544
20.879433616689344,28.165283515309817
22.930778008158725,27.115079713250015
22.44545553868905,27.925679973658546
21.895782778024277,27.280006863243063
22.092339570216364,28.776809611206946
22.12379029614261,26.33291107040009
21.54295439002906,29.99958636412642
21.549879576173776,25.41239705703476
22.181880412113568,25.918287510192474
22.613589921786527,25.368999274969124
22.158408343598513,27.74170464156979
22.512076912309908,28.372313862939144
23.017588794757593,28.249209607771373
22.18653605606161,26.990151927870183
23.07911277441177,27.19840267981106
23.764551447062598,28.077054119638127
23.13813203363952,27.48461076481805
23.889039078901884,28.168577036057062
22.778377480872184,25.8970342722585
22.82621149013727,25.986609183173492
22.231151745104594,27.274229867821266
-23.801010026316717,-26.22101861568605
-23.094654031628387,-26.883516335344165
-23.215167110339063,-26.709904352585685
-23.060039172979547,-26.4275532575719
-22.3592844257374,-27.06410455310054
-23.35195964909581,-28.502063682531414
-22.637496608402717,-26.70147116687171
-23.456294439891913,-26.600117465025576
-21.519548456654665,-27.349475059675353
-22.052711604959185,-28.64810778297714
-21.739613774862367,-26.275169340911788
-23.00024783088891,-26.515413596617396
-22.069111549834748,-26.211484304607794
-22.197992807829053,-29.35217147588915
-21.781153154790406,-27.534207162067563
-22.502494710233844,-26.031935531699705
-23.957450239532616,-26.190802972014787
-23.228095820266002,-26.97641673727975
-21.683547450243815,-29.331699382597602
-21.863970171915234,-28.146362996996853
-23.612061074259877,-27.616306315337674
-23.434690125647762,-30.23510652631229
-20.926451644749736,-28.709981205710964
-21.940067357216076,-27.597569627502285
-21.224749166396276,-28.52441632213444
-22.518464501512348,-28.506766535982646
-23.64413158878819,-27.844831339415347
-22.719292718979013,-26.211664205658394
-22.513834691329684,-28.88023671922654
-22.21488443234357,-29.26155058764882
-22.20406230537007,-28.450464127257945
-21.457739361149734,-28.24773139877982
-23.380595970195195,-27.634915106032715
-21.492134601551527,-29.10322261504919
-22.54727972411769,-26.179618777392413
-22.979056110888177,-26.814413323403897
-23.170361742515844,-25.90754558516801
-21.336388228388497,-28.096870681396958
-23.936787171159086,-26.876327771430216
-22.48347249363101,-28.241597586600538
23.992559542528813,29.40930814871814
21.93993579258515,27.5436016930519
20.219645913425325,26.632172185618185
23.164672650860727,27.391490796602376
24.373509902413026,27.448001817680307
22.276123456225378,27.577768872373696
22.396230830309825,27.424454761035374
23.512394283769165,25.978136761694536
21.105793772103148,25.991778249729748
23.890827272400593,28.948101316147106
22.50119966159971,26.555298731848072
21.47817702968768,26.671521967184535
21.238746820975212,28.750967288352065
21.940422650250994,27.036313566133124
23.20682399889097,28.54167619052566
22.761127392984722,27.56393311827479
20.662139150917668,26.381018691075358
23.097027616269333,29.80667118063085
20.99607131526778,28.577140776150998
20.578547159454022,26.817409900795422
21.365928094806804,26.694026431085913
23.7457467535994,26.44245122492993
22.42751416593416,28.152528436120352
20.78508953555863,26.658394745399505
23.415948279610305,27.792075644311936
22.772672062998378,26.70402778831674
22.039972393877157,28.298072352328486
22.861420524678326,26.451459395224852
22.406288722426243,26.891261720174178
23.36983247613738,28.593738363555214
22.911429786931937,26.98687364253919
22.864345626551867,27.040077369304342
23.986690224963336,27.651108918686766
23.44958130837435,27.862838842749607
22.987128216407026,29.087305695094507
20.883970499865782,27.293485108015716
21.969967357396754,29.12419503763429
23.476462771295363,28.973113798333863
24.055371388604726,27.49635363260548
22.452385264963283,27.040817090905723
-21.421219811641976,-25.5251368123346
-22.860455998266904,-27.045374150473034
-21.06253933365429,-28.08230992611465
-21.911876117779038,-27.843104436263744
-23.750868329867114,-26.447747357051245
-22.477352492126386,-26.87719043541008
-20.842623293767755,-26.90034557986917
-21.80214643208527,-26.962657073464246
-23.845353958840143,-28.282592045514818
-23.457702398054533,-27.567399995639267
-22.62770303213543,-25.873821574771437
-22.362049702206562,-27.278197167370212
-23.271247852914797,-27.796069777183455
-23.282162170349785,-28.003159048008154
-22.486627647713167,-26.675875942703083
-24.167119717880134,-28.11450554511657
-21.390688504771443,-28.745494830745837
-23.407412126686104,-27.068398109998526
-23.37491046141569,-28.042865390228712
-23.9734801643156,-28.4628129639189
23.139780560226797,28.5978430019652
21.901080220137143,26.787628618491457
23.986284972266247,27.509106433636532
23.93158933469438,26.665768636110936
22.42517025499684,26.620533325888438
21.181517577471134,28.01089174354334
23.21495055532705,28.251218928922345
21.88614654589674,27.307873814685816
22.8948327343055,28.72714010259938
22.883542722920687,27.80503401273814
23.352214690606864,28.433165137119854
22.640594701465048,25.83042909835805
22.08534335486998,27.481305165923644
22.500992563580127,27.13903176012426
23.178278341869767,26.8954323957389
23.6276548894292,26.975683906856595
24.3971705962508,25.434802591383775
21.394490706184108,27.100791050029017
21.268182727315104,26.144685985541837
22.554279175364993,25.756449668973207
-23.716659669911486,-28.591251054354462
-21.77335378381284,-26.134194808009237
-23.17637469818553,-27.92060643243162
-23.178255142129817,-27.047701096123294
-22.61996352074169,-27.023478652025748
-21.26370397309276,-26.446016411371502
-23.0553518771845,-26.400653531090608
-23.643865724334294,-28.969607768419316
-25.345968920151595,-26.99587421249534
-23.087935040919763,-27.720954630850418
-22.56162615104414,-26.530577627608203
-23.071145326014086,-26.94341167938217
-23.187067557398628,-28.967395322551894
-22.41549759875489,-27.66947240268555
-23.78805540655699,-27.991679535098676
-22.820648098604796,-26.058020001724184
-21.70941668887957,-26.636726342592606
-23.05638174825092,-26.555446147898536
-22.854316047347087,-27.060467739868095
-21.967701760123436,-26.416743959987073
23.173518007061578,27.477142653114115
22.614339849915105,28.613068552872722
21.710212902743024,27.64449060513767
21.213475312054147,26.45596178738659
22.25381880530301,27.94504904771113
23.310718323683197,29.331705371969157
22.12765152083891,27.54615367091783
24.281371347677467,24.968843218702833
23.404885793038243,27.43797085490461
21.08654535489378,27.130883779423957
23.236696808206187,26.962978336466065
22.286991072926632,27.135588492316167
23.11996623910245,26.183031328627877
22.66759799688438,27.4874079170565
23.473202325149344,25.455382702154644
21.6079278364063,27.108487030515914
21.276571842018406,27.228589661157084
22.948337727714886,27.880887211094404
21.368676271992907,27.188787686148412
21.38127843067769,26.22811355258196
-21.88725847545154,-27.830174523841173
-22.12063151704857,-28.445567486477884
-23.414419970778567,-27.20444836113377
-24.15699737514125,-27.294893844817913
-22.39836941979396,-28.34290603841316
-23.193476110365072,-27.037036017127246
-21.691717299010463,-27.321630436768885
-22.71261654052282,-27.69680545263755
-22.11093262484401,-27.784277216244725
-22.664480373766537,-29.091529903034623
-22.414635055186814,-25.97508192121829
-22.84374452618561,-26.598676025539202
-22.00970383123978,-27.350742974904446
-22.549561725136947,-25.81948556380828
-23.21486342226495,-27.985607781193533
-20.688614863690574,-27.678608466623842
-22.396991457097673,-27.138150656402388
